Index,soc5_title,title_name,normalized,
9504,"Morticians, Undertakers, and Funeral Arrangers",Funeral Arrangers,Funeral Director,
9505,"Morticians, Undertakers, and Funeral Arrangers",Arrangers,not available,
9506,"Morticians, Undertakers, and Funeral Arrangers",Location Managers,Location Manager,
9507,"Morticians, Undertakers, and Funeral Arrangers",Child and Family Specialists,Child Welfare Specialist,
9508,"Morticians, Undertakers, and Funeral Arrangers",Licensed Mortgage Consultants,Mortgage Consultant,
9509,"Morticians, Undertakers, and Funeral Arrangers",Floral Managers,Floral Designer,
9510,"Morticians, Undertakers, and Funeral Arrangers",Directors of People,Personal Assistant To Director,
9511,"Morticians, Undertakers, and Funeral Arrangers",Funeral Directors,Funeral Director,
9512,"Morticians, Undertakers, and Funeral Arrangers",Funeral Directors Manager,Funeral Director,
9513,"Morticians, Undertakers, and Funeral Arrangers",Operational Planners,not available,
9514,"Morticians, Undertakers, and Funeral Arrangers",Planner Interns,Financial Planner,
9515,"Morticians, Undertakers, and Funeral Arrangers",Animal Technicians,not available,
9516,"Morticians, Undertakers, and Funeral Arrangers",Autopsy Technicians,not available,
9517,"Morticians, Undertakers, and Funeral Arrangers",Directors of Center,Center Director,
9518,"Morticians, Undertakers, and Funeral Arrangers",Funeral Home Managers,Funeral Director,
9519,"Morticians, Undertakers, and Funeral Arrangers",Global Brand Directors,not available,
9520,"Morticians, Undertakers, and Funeral Arrangers",Operators,Security Operations Center Operator,
9521,"Morticians, Undertakers, and Funeral Arrangers",Planners,not available,
9522,"Morticians, Undertakers, and Funeral Arrangers",Advanced Planning Directors,not available,
9523,"Morticians, Undertakers, and Funeral Arrangers",Closing Managers,Closing Manager,
9524,"Morticians, Undertakers, and Funeral Arrangers",Combo Drivers,Driver,
9525,"Morticians, Undertakers, and Funeral Arrangers",Grounds Specialists,not available,
9526,"Morticians, Undertakers, and Funeral Arrangers",Land Planners,Land Surveyor,
9527,"Morticians, Undertakers, and Funeral Arrangers",Medical Social Workers,Social Worker,
9528,"Morticians, Undertakers, and Funeral Arrangers",Nurse Epidemiologists,Epidemiologist,
9529,Barbers,Barbers,Barber,
9530,Barbers,Stylists/Barbers,not available,
9531,Barbers,Licensed Barbers,Barber,
9532,Barbers,Master Barbers,Barber,
9533,Barbers,Barber Instructors,Barber,
9534,Barbers,Barbers/Cosmetologists,not available,
9535,Barbers,Master Barbers/Stylists,not available,
9536,Barbers,Barbers/Managers,not available,
9537,Barbers,Hair Stylists/Barbers,not available,
9538,Barbers,Stylist Managers,Stylist,
9539,Barbers,Haircutters,Hair Stylist,
9540,Barbers,Human Resources Assistants,Human Resources Assistant,
9541,Barbers,Cosmetologists,Cosmetologist,
9542,Barbers,Convenience Store Managers,Store Manager,
9543,Barbers,Hairdressers,Hair Stylist,
9544,Barbers,Front Desk Receptionists,Front Desk Agent,
9545,Barbers,Health Club Managers,Club Manager,
9546,Barbers,Home Healthcare Workers,not available,
9547,Barbers,Park Attendants,Attendant,
9548,Barbers,Academy Managers,Head Of Managers,
9549,Barbers,Directors of Luxury Sales,Sales Director,
9550,Barbers,Feeders,not available,
9551,Barbers,Hair Braiders,Hair Stylist,
9552,Barbers,High Volume Recruiters,Recruiter,
9553,Barbers,Human Resources Assistants/Receptionists,not available,
9554,"Hairdressers, Hairstylists, and Cosmetologists",Hair Stylists,Hair Stylist,
9555,"Hairdressers, Hairstylists, and Cosmetologists",Stylists,Stylist,
9556,"Hairdressers, Hairstylists, and Cosmetologists",Licensed Hair Stylists,Hair Stylist,
9557,"Hairdressers, Hairstylists, and Cosmetologists",Hair Stylists/Cosmetologists,not available,
9558,"Hairdressers, Hairstylists, and Cosmetologists",Stylists/Cosmetologists,not available,
9559,"Hairdressers, Hairstylists, and Cosmetologists",Cosmetologists,Cosmetologist,
9560,"Hairdressers, Hairstylists, and Cosmetologists",Cosmetologists/Hairstylists,not available,
9561,"Hairdressers, Hairstylists, and Cosmetologists",Wax Specialists,Sales Specialist,
9562,"Hairdressers, Hairstylists, and Cosmetologists",Leadership Trainees,not available,
9563,"Hairdressers, Hairstylists, and Cosmetologists",Marketplace Managers,Market Manager,
9564,"Hairdressers, Hairstylists, and Cosmetologists",Beauty Specialists,Beauty Consultant,
9565,"Hairdressers, Hairstylists, and Cosmetologists",Beauticians,Beautician,
9566,"Hairdressers, Hairstylists, and Cosmetologists",Stylist Managers,Stylist,
9567,"Hairdressers, Hairstylists, and Cosmetologists",Licensed Cosmetologists,Cosmetologist,
9568,"Hairdressers, Hairstylists, and Cosmetologists",Hairdressers,Hair Stylist,
9569,"Hairdressers, Hairstylists, and Cosmetologists",Barbers/Cosmetologists,not available,
9570,"Hairdressers, Hairstylists, and Cosmetologists",Salon Hair Stylists,Hair Stylist,
9571,"Hairdressers, Hairstylists, and Cosmetologists",Hair Stylists/Barbers,not available,
9572,"Hairdressers, Hairstylists, and Cosmetologists",Personal Stylists,Stylist,
9573,"Hairdressers, Hairstylists, and Cosmetologists",People Managers,Head Of Managers,
9574,"Hairdressers, Hairstylists, and Cosmetologists",Stylists/Barbers,not available,
9575,"Hairdressers, Hairstylists, and Cosmetologists",Customer Experience Supervisors,Customer Service Supervisor,
9576,"Hairdressers, Hairstylists, and Cosmetologists",Salon Receptionists,Salon Receptionist,
9577,"Hairdressers, Hairstylists, and Cosmetologists",Salon Stylists,Stylist,
9578,"Hairdressers, Hairstylists, and Cosmetologists",Beauty Stylists,Stylist,
9579,"Makeup Artists, Theatrical and Performance",Makeup Artists,Makeup Artist,
9580,"Makeup Artists, Theatrical and Performance",Character Artists,Artist,
9581,"Makeup Artists, Theatrical and Performance",Hair and Makeup Artists,Makeup Artist,
9582,"Makeup Artists, Theatrical and Performance",Sales Associates/Makeup Artists,not available,
9583,"Makeup Artists, Theatrical and Performance",Makeup Artists/Hair Stylists,not available,
9584,"Makeup Artists, Theatrical and Performance",Makeup Artists/Beauty Advisors,not available,
9585,"Makeup Artists, Theatrical and Performance",Delivery Drivers,Delivery Driver,
9586,"Makeup Artists, Theatrical and Performance",Regional Makeup Artists,Makeup Artist,
9587,"Makeup Artists, Theatrical and Performance",Character Technical Directors,Technical Director,
9588,"Makeup Artists, Theatrical and Performance",Special Effects Makeup Artists,Makeup Artist,
9589,"Makeup Artists, Theatrical and Performance",Aestheticians/Makeup Artists,not available,
9590,"Makeup Artists, Theatrical and Performance",Licensed Aestheticians/Makeup Artists,not available,
9591,"Makeup Artists, Theatrical and Performance",Stylists/Makeup Artists,not available,
9592,"Makeup Artists, Theatrical and Performance",Venue Managers,Venue Manager,
9593,"Makeup Artists, Theatrical and Performance",Eyelash Technicians,not available,
9594,"Makeup Artists, Theatrical and Performance",Photoshop Artists,not available,
9595,"Makeup Artists, Theatrical and Performance",Wardrobe Managers,not available,
9596,"Makeup Artists, Theatrical and Performance",Barbers/Cosmetologists,not available,
9597,"Makeup Artists, Theatrical and Performance",Documentarians,Document Control Clerk,
9598,"Makeup Artists, Theatrical and Performance",Mascots,not available,
9599,"Makeup Artists, Theatrical and Performance",People Managers,Head Of Managers,
9600,"Makeup Artists, Theatrical and Performance",Beauty Ambassadors,Ambassador,
9601,"Makeup Artists, Theatrical and Performance",Engineering Technicians,Engineering Technician,
9602,"Makeup Artists, Theatrical and Performance",Entertainment Technicians,Entertainer,
9603,"Makeup Artists, Theatrical and Performance",Costume Characters,Character Animator,
9604,Manicurists and Pedicurists,Nail Technicians,Nail Technician,
9605,Manicurists and Pedicurists,Manicurists,Nail Technician,
9606,Manicurists and Pedicurists,Licensed Nail Technicians,Nail Technician,
9607,Manicurists and Pedicurists,Pedicurists,not available,
9608,Manicurists and Pedicurists,Spa Nail Technicians,Nail Technician,
9609,Manicurists and Pedicurists,Salon Nail Technicians,Nail Technician,
9610,Manicurists and Pedicurists,Cosmetologists,Cosmetologist,
9611,Manicurists and Pedicurists,Nail Technician Aestheticians,Nail Technician,
9612,Manicurists and Pedicurists,Technology Instructors,Instructor,
9613,Manicurists and Pedicurists,Hair Stylists/Nail Technicians,not available,
9614,Manicurists and Pedicurists,Fitness and Wellness Specialists,Fitness Specialist,
9615,Manicurists and Pedicurists,Barbers/Cosmetologists,not available,
9616,Manicurists and Pedicurists,Eyelash Technicians,not available,
9617,Manicurists and Pedicurists,Nail Specialists,Nail Technician,
9618,Manicurists and Pedicurists,Bas Technicians,Service Technician,
9619,Manicurists and Pedicurists,Licensed Cosmetologists,Cosmetologist,
9620,Manicurists and Pedicurists,UAS Assessor Nurses/Registered Nurses,not available,
9621,Manicurists and Pedicurists,Independent Operators,not available,
9622,Manicurists and Pedicurists,Retail Professionals,Retail Sales Associate,
9623,Manicurists and Pedicurists,Lash Artists,Artist,
9624,Manicurists and Pedicurists,Lean Technicians,not available,
9625,Manicurists and Pedicurists,Pizza Cooks,Pizza Cook,
9626,Manicurists and Pedicurists,Academy Managers,Head Of Managers,
9627,Manicurists and Pedicurists,Health Club Managers,Club Manager,
9628,Manicurists and Pedicurists,Nail Artists,Nail Technician,
9629,Shampooers,Shampoo Assistants,not available,
9630,Shampooers,Assistant Managers/Hairstylists,not available,
9631,Shampooers,Hair Stylists,Hair Stylist,
9632,Shampooers,Medical Assistants/Front Desk Receptionists,not available,
9633,Shampooers,Salon Assistants,Salon Assistant,
9634,Shampooers,Stylists/Assistant Managers,not available,
9635,Skincare Specialists,Estheticians,Esthetician,
9636,Skincare Specialists,Licensed Aestheticians,Aesthetician,
9637,Skincare Specialists,Aestheticians,Aesthetician,
9638,Skincare Specialists,Skincare Specialists,Care Specialist,
9639,Skincare Specialists,Medical Aestheticians,Aesthetician,
9640,Skincare Specialists,Wax Specialists,Sales Specialist,
9641,Skincare Specialists,Skin Specialists,Sales Specialist,
9642,Skincare Specialists,Spa Aestheticians,Aesthetician,
9643,Skincare Specialists,Esthetics Instructors,Instructor,
9644,Skincare Specialists,Waxing Specialists,Sales Specialist,
9645,Skincare Specialists,Spa Technicians,not available,
9646,Skincare Specialists,Skin Therapists,Therapist,
9647,Skincare Specialists,Salon Aestheticians,Aesthetician,
9648,Skincare Specialists,Aesthetic Registered Nurse Injectors,Registered Nurse,
9649,Skincare Specialists,Advanced Practice Clinicians,Advanced Practice Registered Nurse,
9650,Skincare Specialists,Lead Aestheticians,Aesthetician,
9651,Skincare Specialists,Licensed Medical Aestheticians,Aesthetician,
9652,Skincare Specialists,Skincare Leads,not available,
9653,Skincare Specialists,Master Aestheticians,Aesthetician,
9654,Skincare Specialists,Support Technicians,Desktop Support Technician,
9655,Skincare Specialists,Clinical Aestheticians,Aesthetician,
9656,Skincare Specialists,Certified Prosthetists,not available,
9657,Skincare Specialists,Township Managers,not available,
9658,Skincare Specialists,Facilities Specialists,Facilities Technician,
9659,Skincare Specialists,Lash Stylists,Stylist,
9660,Baggage Porters and Bellhops,Bell Staff,Staff Member,
9661,Baggage Porters and Bellhops,Bell Attendants,Bellman,
9662,Baggage Porters and Bellhops,Door Attendants,Attendant,
9663,Baggage Porters and Bellhops,Baggage Handlers,Baggage Handler,
9664,Baggage Porters and Bellhops,Concierges/Bellmen,not available,
9665,Baggage Porters and Bellhops,Doorpeople,Doorman,
9666,Baggage Porters and Bellhops,Bell Captains,Captain,
9667,Baggage Porters and Bellhops,Bell Staff/Luggage Attendants,not available,
9668,Baggage Porters and Bellhops,Bell Staff/Drivers,not available,
9669,Baggage Porters and Bellhops,Doormen,Doorman,
9670,Baggage Porters and Bellhops,Bellstand Attendants,Bellman,
9671,Baggage Porters and Bellhops,Donation Door Attendants,Attendant,
9672,Baggage Porters and Bellhops,Night Attendants,Attendant,
9673,Baggage Porters and Bellhops,Shuttle Drivers/Bellmen,not available,
9674,Baggage Porters and Bellhops,Claims Handlers,Claims Processor,
9675,Baggage Porters and Bellhops,Human Resources Assistants,Human Resources Assistant,
9676,Baggage Porters and Bellhops,Hotel Managers,Hotel Manager,
9677,Baggage Porters and Bellhops,Night Managers,Night Manager,
9678,Baggage Porters and Bellhops,Concierges/Doormen,not available,
9679,Baggage Porters and Bellhops,Donation Attendants,Attendant,
9680,Baggage Porters and Bellhops,Drivers/Service Technicians,not available,
9681,Baggage Porters and Bellhops,Seasonal Associates,Seasonal Associate,
9682,Baggage Porters and Bellhops,Bouncers,Bouncer,
9683,Baggage Porters and Bellhops,Concierges,Concierge,
9684,Baggage Porters and Bellhops,Baggage Agents,Baggage Handler,
9685,Concierges,Concierges,Concierge,
9686,Concierges,Concierges/Receptionists,not available,
9687,Concierges,Spa Concierges,Concierge,
9688,Concierges,Night Concierges,Concierge,
9689,Concierges,Event Concierges,Concierge,
9690,Concierges,Club Concierges,Concierge,
9691,Concierges,Residential Concierges,Concierge,
9692,Concierges,Service Concierges,Concierge,
9693,Concierges,Patient Concierges,Concierge,
9694,Concierges,Concierge Associates,Concierge,
9695,Concierges,Member Concierges,Concierge,
9696,Concierges,Resident Concierges,Concierge,
9697,Concierges,Lead Concierges,Concierge,
9698,Concierges,Concierge Managers,Concierge,
9699,Concierges,Front Desk Concierges,Front Desk Agent,
9700,Concierges,Concierge Lounge Attendants,Concierge,
9701,Concierges,Patient Experience Concierges,Concierge,
9702,Concierges,Full Service Restaurant Managers,Restaurant Manager,
